,group,song_lines,tokenized,lemmatized
1431,Måneskin,"skibily bon bon bon, yeah","['skibily', 'bon', 'bon', 'bon', ',', 'yeah']","skibily bon bon bon , yeah"
1433,Måneskin,i am walking down my road,"['i', 'am', 'walking', 'down', 'my', 'road']",i am walking down my road
1434,Måneskin,i'm sleeping without a bed,"['i', ""'m"", 'sleeping', 'without', 'a', 'bed']",i 'm sleeping without a bed
1435,Måneskin,i am not changing my clothes,"['i', 'am', 'not', 'changing', 'my', 'clothes']",i am not changing my clothes
1436,Måneskin,for my friends i'm a stranger,"['for', 'my', 'friends', 'i', ""'m"", 'a', 'stranger']",for my friend i 'm a stranger
1437,Måneskin,"i won't slow down, down, down","['i', 'wo', ""n't"", 'slow', 'down', ',', 'down', ',', 'down']","i wo n't slow down , down , down"
1438,Måneskin,"i won't slow down, down, down, yeah","['i', 'wo', ""n't"", 'slow', 'down', ',', 'down', ',', 'down', ',', 'yeah']","i wo n't slow down , down , down , yeah"
1439,Måneskin,i'm naif but i'll grow up,"['i', ""'m"", 'naif', 'but', 'i', ""'ll"", 'grow', 'up']",i 'm naif but i 'll grow up
1440,Måneskin,i will change my mind and then,"['i', 'will', 'change', 'my', 'mind', 'and', 'then']",i will change my mind and then
1441,Måneskin,i think in nine years or ten,"['i', 'think', 'in', 'nine', 'years', 'or', 'ten']",i think in nine year or ten
1442,Måneskin,i'll become a wiser man,"['i', ""'ll"", 'become', 'a', 'wiser', 'man']",i 'll become a wiser man
1443,Måneskin,"i won't slow down, down, down","['i', 'wo', ""n't"", 'slow', 'down', ',', 'down', ',', 'down']","i wo n't slow down , down , down"
1444,Måneskin,"i won't slow down, down, down, yeah","['i', 'wo', ""n't"", 'slow', 'down', ',', 'down', ',', 'down', ',', 'yeah']","i wo n't slow down , down , down , yeah"
1446,Måneskin,so you can follow me,"['so', 'you', 'can', 'follow', 'me']",so you can follow me
1447,Måneskin,untill they catch me and kill me out,"['untill', 'they', 'catch', 'me', 'and', 'kill', 'me', 'out']",untill they catch me and kill me out
1448,Måneskin,it's my recovery,"['it', ""'s"", 'my', 'recovery']",it 's my recovery
1449,Måneskin,and we will forget of the clouds,"['and', 'we', 'will', 'forget', 'of', 'the', 'clouds']",and we will forget of the cloud
1450,Måneskin,there's no hitch,"['there', ""'s"", 'no', 'hitch']",there 's no hitch
1451,Måneskin,"no baby, there's no fence","['no', 'baby', ',', 'there', ""'s"", 'no', 'fence']","no baby , there 's no fence"
1452,Måneskin,"no baby, there's no set-back that will stop me","['no', 'baby', ',', 'there', ""'s"", 'no', 'set-back', 'that', 'will', 'stop', 'me']","no baby , there 's no set-back that will stop me"
1453,Måneskin,so you can follow me,"['so', 'you', 'can', 'follow', 'me']",so you can follow me
1454,Måneskin,"until they catch me, they catch me and kill me out, out, out, out","['until', 'they', 'catch', 'me', ',', 'they', 'catch', 'me', 'and', 'kill', 'me', 'out', ',', 'out', ',', 'out', ',', 'out']","until they catch me , they catch me and kill me out , out , out , out"
1456,Måneskin,'cause i am a poor man,"[""'cause"", 'i', 'am', 'a', 'poor', 'man']",'cause i am a poor man
1457,Måneskin,and i cannot read your mind,"['and', 'i', 'can', 'not', 'read', 'your', 'mind']",and i can not read your mind
1458,Måneskin,"baby, i can't see what you think","['baby', ',', 'i', 'ca', ""n't"", 'see', 'what', 'you', 'think']","baby , i ca n't see what you think"
1459,Måneskin,'cause my eyes are blind,"[""'cause"", 'my', 'eyes', 'are', 'blind']",'cause my eye are blind
1460,Måneskin,and i feel the wind,"['and', 'i', 'feel', 'the', 'wind']",and i feel the wind
1461,Måneskin,is coming from the sea,"['is', 'coming', 'from', 'the', 'sea']",is coming from the sea
1462,Måneskin,but the birds still fly i've got a secret to keep,"['but', 'the', 'birds', 'still', 'fly', 'i', ""'ve"", 'got', 'a', 'secret', 'to', 'keep']",but the bird still fly i 've got a secret to keep
1463,Måneskin,"yes, i feel the wind","['yes', ',', 'i', 'feel', 'the', 'wind']","yes , i feel the wind"
1464,Måneskin,is coming from the sea,"['is', 'coming', 'from', 'the', 'sea']",is coming from the sea
1465,Måneskin,yeah but the birds still fly i've got a secret to shot,"['yeah', 'but', 'the', 'birds', 'still', 'fly', 'i', ""'ve"", 'got', 'a', 'secret', 'to', 'shot']",yeah but the bird still fly i 've got a secret to shot
1467,Måneskin,so you can follow me,"['so', 'you', 'can', 'follow', 'me']",so you can follow me
1468,Måneskin,untill they catch me and kill me out,"['untill', 'they', 'catch', 'me', 'and', 'kill', 'me', 'out']",untill they catch me and kill me out
1469,Måneskin,it's my recovery,"['it', ""'s"", 'my', 'recovery']",it 's my recovery
1470,Måneskin,and we will forget of the clouds,"['and', 'we', 'will', 'forget', 'of', 'the', 'clouds']",and we will forget of the cloud
1471,Måneskin,'cause there's no hitch,"[""'cause"", 'there', ""'s"", 'no', 'hitch']",'cause there 's no hitch
1472,Måneskin,"no baby, there's no fence","['no', 'baby', ',', 'there', ""'s"", 'no', 'fence']","no baby , there 's no fence"
1473,Måneskin,"no baby, there's no set-back that will stop me","['no', 'baby', ',', 'there', ""'s"", 'no', 'set-back', 'that', 'will', 'stop', 'me']","no baby , there 's no set-back that will stop me"
1474,Måneskin,so you can follow me,"['so', 'you', 'can', 'follow', 'me']",so you can follow me
1475,Måneskin,"until they catch me, they catch me and kill me out, out, out, out, yeah","['until', 'they', 'catch', 'me', ',', 'they', 'catch', 'me', 'and', 'kill', 'me', 'out', ',', 'out', ',', 'out', ',', 'out', ',', 'yeah']","until they catch me , they catch me and kill me out , out , out , out , yeah"
1477,Måneskin,'cause baby you're the ache,"[""'cause"", 'baby', 'you', ""'re"", 'the', 'ache']",'cause baby you 're the ache
1478,Måneskin,that comes right into my vein,"['that', 'comes', 'right', 'into', 'my', 'vein']",that come right into my vein
1479,Måneskin,you're like a super christal drug,"['you', ""'re"", 'like', 'a', 'super', 'christal', 'drug']",you 're like a super christal drug
1480,Måneskin,that takes away all my pain,"['that', 'takes', 'away', 'all', 'my', 'pain']",that take away all my pain
1481,Måneskin,you're a soldier but you'll never wear you armor again,"['you', ""'re"", 'a', 'soldier', 'but', 'you', ""'ll"", 'never', 'wear', 'you', 'armor', 'again']",you 're a soldier but you 'll never wear you armor again
1482,Måneskin,now you found freedom but now,"['now', 'you', 'found', 'freedom', 'but', 'now']",now you found freedom but now
1483,Måneskin,tell me who knows your name,"['tell', 'me', 'who', 'knows', 'your', 'name']",tell me who know your name
1484,Måneskin,because i know hoe does it feels,"['because', 'i', 'know', 'hoe', 'does', 'it', 'feels']",because i know hoe doe it feel
1485,Måneskin,to feel like you're reflected,"['to', 'feel', 'like', 'you', ""'re"", 'reflected']",to feel like you 're reflected
1486,Måneskin,from the mirror of the shame,"['from', 'the', 'mirror', 'of', 'the', 'shame']",from the mirror of the shame
1487,Måneskin,and you feel like you're the last man,"['and', 'you', 'feel', 'like', 'you', ""'re"", 'the', 'last', 'man']",and you feel like you 're the last man
1488,Måneskin,and you feel like you're suspected of a murder that you've never done,"['and', 'you', 'feel', 'like', 'you', ""'re"", 'suspected', 'of', 'a', 'murder', 'that', 'you', ""'ve"", 'never', 'done']",and you feel like you 're suspected of a murder that you 've never done
1489,Måneskin,now you found freedom but your freedom is just like a,"['now', 'you', 'found', 'freedom', 'but', 'your', 'freedom', 'is', 'just', 'like', 'a']",now you found freedom but your freedom is just like a
1491,Måneskin,so you can follow me,"['so', 'you', 'can', 'follow', 'me']",so you can follow me
1492,Måneskin,untill they catch me and kill me out,"['untill', 'they', 'catch', 'me', 'and', 'kill', 'me', 'out']",untill they catch me and kill me out
1493,Måneskin,it's my recovery,"['it', ""'s"", 'my', 'recovery']",it 's my recovery
1494,Måneskin,and we will forget of the clouds,"['and', 'we', 'will', 'forget', 'of', 'the', 'clouds']",and we will forget of the cloud
1495,Måneskin,'cause there's no hitch,"[""'cause"", 'there', ""'s"", 'no', 'hitch']",'cause there 's no hitch
1496,Måneskin,"no baby, there's no fence","['no', 'baby', ',', 'there', ""'s"", 'no', 'fence']","no baby , there 's no fence"
1497,Måneskin,"no baby, there's no set-back that will stop me","['no', 'baby', ',', 'there', ""'s"", 'no', 'set-back', 'that', 'will', 'stop', 'me']","no baby , there 's no set-back that will stop me"
1498,Måneskin,so you can follow me,"['so', 'you', 'can', 'follow', 'me']",so you can follow me
1499,Måneskin,"until they catch me, they catch me and kill me out, out, out, out, yeah","['until', 'they', 'catch', 'me', ',', 'they', 'catch', 'me', 'and', 'kill', 'me', 'out', ',', 'out', ',', 'out', ',', 'out', ',', 'yeah']","until they catch me , they catch me and kill me out , out , out , out , yeah"
1500,Måneskin,"io vengo, io vengo, io vengo","['io', 'vengo', ',', 'io', 'vengo', ',', 'io', 'vengo']","io vengo , io vengo , io vengo"
1501,Måneskin,io vengo dalla luna,"['io', 'vengo', 'dalla', 'luna']",io vengo dalla luna
1502,Måneskin,che il cielo vi attraversa,"['che', 'il', 'cielo', 'vi', 'attraversa']",che il cielo vi attraversa
1503,Måneskin,e trovo inopportuna la paura,"['e', 'trovo', 'inopportuna', 'la', 'paura']",e trovo inopportuna la paura
1504,Måneskin,per una cultura diversa,"['per', 'una', 'cultura', 'diversa']",per una cultura diversa
1505,Måneskin,che su di me riversa,"['che', 'su', 'di', 'me', 'riversa']",che su di me riversa
1506,Måneskin,la sua follia perversa,"['la', 'sua', 'follia', 'perversa']",la sua follia perversa
1507,Måneskin,arriva al punto,"['arriva', 'al', 'punto']",arriva al punto
1508,Måneskin,che quando mi vede sterza,"['che', 'quando', 'mi', 'vede', 'sterza']",che quando mi vede sterza
1510,Måneskin,"e vuole mettermi sotto, 'sto signorotto","['e', 'vuole', 'mettermi', 'sotto', ',', ""'sto"", 'signorotto']","e vuole mettermi sotto , 'sto signorotto"
1511,Måneskin,che si fa vanto del santo attaccato sul cruscotto,"['che', 'si', 'fa', 'vanto', 'del', 'santo', 'attaccato', 'sul', 'cruscotto']",che si fa vanto del santo attaccato sul cruscotto
1512,Måneskin,"e non ha capito che sono disposto, man","['e', 'non', 'ha', 'capito', 'che', 'sono', 'disposto', ',', 'man']","e non ha capito che sono disposto , man"
1513,Måneskin,"a stare sotto, man, forse nemmeno quando fotto","['a', 'stare', 'sotto', ',', 'man', ',', 'forse', 'nemmeno', 'quando', 'fotto']","a stare sotto , man , forse nemmeno quando fotto"
1514,Måneskin,"yeah, man, ma torna al tuo paese, sei diverso","['yeah', ',', 'man', ',', 'ma', 'torna', 'al', 'tuo', 'paese', ',', 'sei', 'diverso']","yeah , man , ma torna al tuo paese , sei diverso"
1515,Måneskin,è impossibile vengo dall'universo,"['è', 'impossibile', 'vengo', ""dall'universo""]",è impossibile vengo dall'universo
1516,Måneskin,"perché la rotta ho perso, che vuoi che ti dica","['perché', 'la', 'rotta', 'ho', 'perso', ',', 'che', 'vuoi', 'che', 'ti', 'dica']","perché la rotta ho perso , che vuoi che ti dica"
1517,Måneskin,"amico, tu sei nato qui perché qui ti ha partorito una fica","['amico', ',', 'tu', 'sei', 'nato', 'qui', 'perché', 'qui', 'ti', 'ha', 'partorito', 'una', 'fica']","amico , tu sei nato qui perché qui ti ha partorito una fica"
1518,Måneskin,"in che saresti migliore, fammi il favore, compare","['in', 'che', 'saresti', 'migliore', ',', 'fammi', 'il', 'favore', ',', 'compare']","in che saresti migliore , fammi il favore , compare"
1519,Måneskin,qui non c'è affare che tu possa meritare,"['qui', 'non', ""c'è"", 'affare', 'che', 'tu', 'possa', 'meritare']",qui non c'è affare che tu possa meritare
1520,Måneskin,"sei confinato, ma nel tuo stato mentale","['sei', 'confinato', ',', 'ma', 'nel', 'tuo', 'stato', 'mentale']","sei confinato , ma nel tuo stato mentale"
1521,Måneskin,io sono lunatico e pratico dove cazzo mi pare,"['io', 'sono', 'lunatico', 'e', 'pratico', 'dove', 'cazzo', 'mi', 'pare']",io sono lunatico e pratico dove cazzo mi pare
1523,Måneskin,io non sono nero,"['io', 'non', 'sono', 'nero']",io non sono nero
1524,Måneskin,io non sono bianco,"['io', 'non', 'sono', 'bianco']",io non sono bianco
1525,Måneskin,io non sono attivo,"['io', 'non', 'sono', 'attivo']",io non sono attivo
1526,Måneskin,io non sono stanco,"['io', 'non', 'sono', 'stanco']",io non sono stanco
1527,Måneskin,io non provengo da nazione alcuna,"['io', 'non', 'provengo', 'da', 'nazione', 'alcuna']",io non provengo da nazione alcuna
1528,Måneskin,"ma io, sì, ti porto sulla luna","['ma', 'io', ',', 'sì', ',', 'ti', 'porto', 'sulla', 'luna']","ma io , sì , ti porto sulla luna"
1530,Måneskin,io vengo dalla luna,"['io', 'vengo', 'dalla', 'luna']",io vengo dalla luna
1531,Måneskin,ma io vengo dalla luna,"['ma', 'io', 'vengo', 'dalla', 'luna']",ma io vengo dalla luna
1532,Måneskin,ma io vengo dalla luna,"['ma', 'io', 'vengo', 'dalla', 'luna']",ma io vengo dalla luna
1533,Måneskin,"ma io, io, io e te ","['ma', 'io', ',', 'io', ',', 'io', 'e', 'te']","ma io , io , io e te"
1535,Måneskin,ce l'hai con me perché ti fotto il lavoro,"['ce', ""l'hai"", 'con', 'me', 'perché', 'ti', 'fotto', 'il', 'lavoro']",ce l'hai con me perché ti fotto il lavoro
1536,Måneskin,perché ti fotto la macchina,"['perché', 'ti', 'fotto', 'la', 'macchina']",perché ti fotto la macchina
1537,Måneskin,o ti fotto la tipa sotto la luna,"['o', 'ti', 'fotto', 'la', 'tipa', 'sotto', 'la', 'luna']",o ti fotto la tipa sotto la luna
1538,Måneskin,ma cosa vuoi che sia poi,"['ma', 'cosa', 'vuoi', 'che', 'sia', 'poi']",ma cosa vuoi che sia poi
1539,Måneskin,non è colpa mia se la tua donna di cognome fa pompilio come numa,"['non', 'è', 'colpa', 'mia', 'se', 'la', 'tua', 'donna', 'di', 'cognome', 'fa', 'pompilio', 'come', 'numa']",non è colpa mia se la tua donna di cognome fa pompilio come numa
1540,Måneskin,"hey, dici che sono brutto, che puzzo come un ratto","['hey', ',', 'dici', 'che', 'sono', 'brutto', ',', 'che', 'puzzo', 'come', 'un', 'ratto']","hey , dici che sono brutto , che puzzo come un ratto"
1541,Måneskin,"amico, sei un coatto e soprattutto non sei paul newman","['amico', ',', 'sei', 'un', 'coatto', 'e', 'soprattutto', 'non', 'sei', 'paul', 'newman']","amico , sei un coatto e soprattutto non sei paul newman"
1542,Måneskin,e non mi tocca che di striscio la tua fiction,"['e', 'non', 'mi', 'tocca', 'che', 'di', 'striscio', 'la', 'tua', 'fiction']",e non mi tocca che di striscio la tua fiction
1543,Måneskin,e piscio sul tuo show che fila liscio come il truman,"['e', 'piscio', 'sul', 'tuo', 'show', 'che', 'fila', 'liscio', 'come', 'il', 'truman']",e piscio sul tuo show che filum liscio come il truman
1544,Måneskin,"hey, ho nostalgia della mia luna leggera","['hey', ',', 'ho', 'nostalgia', 'della', 'mia', 'luna', 'leggera']","hey , ho nostalgia della mia luna leggera"
1545,Måneskin,ricordo la sera le stelle d'una bandiera ma era,"['ricordo', 'la', 'sera', 'le', 'stelle', ""d'una"", 'bandiera', 'ma', 'era']",ricordo la serum le stelle d'una bandiera ma era
1546,Måneskin,una speranza era,"['una', 'speranza', 'era']",una speranza era
1547,Måneskin,una frontiera era,"['una', 'frontiera', 'era']",una frontiera era
1548,Måneskin,"la primavera di una nuova era, era, era","['la', 'primavera', 'di', 'una', 'nuova', 'era', ',', 'era', ',', 'era']","la primavera di una nuova era , era , era"
1549,Måneskin,"stupido, ti riempiamo di ninnoli da subito","['stupido', ',', 'ti', 'riempiamo', 'di', 'ninnoli', 'da', 'subito']","stupido , ti riempiamo di ninnoli da subito"
1550,Måneskin,in cambio del tuo stato di libero suddito,"['in', 'cambio', 'del', 'tuo', 'stato', 'di', 'libero', 'suddito']",in cambio del tuo stato di libero suddito
1551,Måneskin,"no, è una proposta inopportuna","['no', ',', 'è', 'una', 'proposta', 'inopportuna']","no , è una proposta inopportuna"
1552,Måneskin,"tieniti la terra uomo, io voglio la luna","['tieniti', 'la', 'terra', 'uomo', ',', 'io', 'voglio', 'la', 'luna']","tieniti la terra uomo , io voglio la luna"
1554,Måneskin,io non sono sano,"['io', 'non', 'sono', 'sano']",io non sono sano
1555,Måneskin,io non sono pazzo,"['io', 'non', 'sono', 'pazzo']",io non sono pazzo
1556,Måneskin,io non sono vero,"['io', 'non', 'sono', 'vero']",io non sono vero
1557,Måneskin,io non sono falso,"['io', 'non', 'sono', 'falso']",io non sono falso
1558,Måneskin,io non ti porto jella né fortuna,"['io', 'non', 'ti', 'porto', 'jella', 'né', 'fortuna']",io non ti porto jella né fortuna
1559,Måneskin,"ma io, sì, ti porto sulla luna","['ma', 'io', ',', 'sì', ',', 'ti', 'porto', 'sulla', 'luna']","ma io , sì , ti porto sulla luna"
1561,Måneskin,io vengo dalla luna,"['io', 'vengo', 'dalla', 'luna']",io vengo dalla luna
1562,Måneskin,ma io vengo dalla luna,"['ma', 'io', 'vengo', 'dalla', 'luna']",ma io vengo dalla luna
1563,Måneskin,ma io vengo dalla luna,"['ma', 'io', 'vengo', 'dalla', 'luna']",ma io vengo dalla luna
